date,meantemp,humidity,wind_speed,mean_pressure
2016-11-29,3.2,37.2307692307692,0.461538461538462,655.415384615385
2016-11-3,2.9125,56.6875,0.6875,658
2016-11-30,0.838461538461538,81.4615384615385,0.153846153846154,652.207692307692
2016-11-4,2.84375,62.4375,0.375,657.75625
2016-11-5,2.78125,67.6875,0.4375,656.7625
2016-11-6,2.9375,64.625,0.3125,656.375
2016-11-7,3.49375,62.25,0.5,658.05625
2016-11-8,6.425,57.4375,0.625,658.94375
2016-11-9,7.4375,61.6875,0.1875,659.29375
2016-12-1,0.630769230769231,92.3076923076923,0.307692307692308,646.915384615385
2016-12-10,-2.24615384615385,68.5384615384615,0.615384615384615,652.023076923077
2016-12-11,-3.3,91.1538461538462,0.384615384615385,652.530769230769
2016-12-12,-3.09,91.2,0.7,654.14
2016-12-13,0.38,90.6,0.2,647.59
2016-12-14,-1.79230769230769,93.3846153846154,0,642.453846153846
2016-12-15,-4.07692307692308,71.9230769230769,0,650.1
2016-12-16,-4.43076923076923,85.4615384615385,0,653.961538461538
2016-12-17,-5.03846153846154,73.6923076923077,0.307692307692308,656.907692307692
2016-12-18,-12.0538461538462,67.3076923076923,0.692307692307692,657.946153846154
2016-12-19,-15.8153846153846,72.8461538461538,0.923076923076923,657.230769230769
2016-12-2,3.4,80,1.07692307692308,643.246153846154
2016-12-20,-21.0076923076923,78.1538461538462,0.230769230769231,656.023076923077
2016-12-21,-17.4923076923077,77.0769230769231,0.384615384615385,658.138461538461
2016-12-22,-13.3923076923077,72.9230769230769,0.230769230769231,660.138461538461
2016-12-23,-13.9461538461538,74.1538461538462,0.153846153846154,662.038461538462
2016-12-24,-8.48461538461538,82.0769230769231,0,655.538461538462
2016-12-25,-4.86923076923077,82,0.0769230769230769,649.138461538461
2016-12-26,-1.86153846153846,84.3076923076923,0.0769230769230769,653.669230769231
2016-12-27,-3.11538461538461,90.0769230769231,0.0769230769230769,652.969230769231
2016-12-28,-5.43846153846154,90.6153846153846,0.384615384615385,654.4
2016-12-29,-3.89230769230769,79.6923076923077,0.307692307692308,654.584615384615
2016-12-3,3.13076923076923,63.3846153846154,1.61538461538461,654.576923076923
2016-12-30,-9.11538461538461,87.8461538461538,0.461538461538462,657.115384615385
2016-12-31,-12.8923076923077,84.3846153846154,0.461538461538462,655.776923076923
2016-12-4,4.61538461538461,67.3846153846154,0.538461538461538,657.807692307692
2016-12-5,2.61538461538461,83.6153846153846,0.230769230769231,654.946153846154
2016-12-6,-1.65384615384615,39.6153846153846,0.692307692307692,657.307692307692
2016-12-7,-3.45384615384615,59.4615384615385,0.384615384615385,656.076923076923
2016-12-8,-2.33076923076923,42.2307692307692,0.769230769230769,657.692307692308
2016-12-9,-3.3,50,0.692307692307692,655.230769230769
2016-2-1,-4.60769230769231,84.0769230769231,0.538461538461538,656.669230769231
2016-2-10,-9.04375,81.9375,0.5625,656.2
2016-2-11,-10.01875,83.5625,0.5625,656.3
2016-2-12,-5.95625,72.6875,0.5625,658.1125
2016-2-13,-2.4375,79.125,0.125,656.95
2016-2-14,-0.93125,81.5625,0.125,656.1625
2016-2-15,-0.14375,85.625,0.375,660.04375
2016-2-16,0.83125,80.0625,0.6875,663.05625
2016-2-17,-0.39375,86.0625,0.6875,662.91875
2016-2-18,-1.93125,90.5,0.375,658.1375
2016-2-19,-2.0625,89.3125,0.625,652.19375
2016-2-2,-1.92307692307692,84.0769230769231,0.615384615384615,653.753846153846
2016-2-20,2.4625,78.25,0.4375,648.9875
2016-2-21,1.84375,86.5,0.625,649.70625
2016-2-22,3.94375,81.3125,0.5,648.85
2016-2-23,4.01875,78.0625,0.5,651.71875
2016-2-24,3.5375,77.5625,0.4375,652.55
2016-2-25,3.56,81.6,0.333333333333333,654.053333333333
2016-2-26,2.9125,81.8125,0.125,656.025
2016-2-27,0.975,85.125,0.1875,656.43125
2016-2-28,1.8625,83.875,0.375,657.74375
2016-2-29,0.4125,88.3125,0.625,662.2
2016-2-3,-8.77692307692308,68.5384615384615,0.538461538461538,660.246153846154
2016-2-4,-12.4875,71.875,0.3125,661.5875
2016-2-5,-10.8125,72.5625,0.5625,658.325
2016-2-6,-8.85625,83.3125,0.6875,650.74375
2016-2-7,-1.45625,86.0625,0.25,647.38125
2016-2-8,0.81875,65.375,0.4375,653.23125
2016-2-9,-5.53125,71.1875,0.375,657.525
2016-3-1,-0.45,86,0.9375,660.6125
2016-3-10,3.8375,74.1875,0.5,652.75
2016-3-11,6.38235294117647,78.5294117647059,0.588235294117647,652.035294117647
2016-3-12,8.1375,68.8125,0.75,653.14375
2016-3-13,8.45625,57.125,0.75,653.13125
2016-3-14,5.5125,76.4375,0.5625,645.96875
2016-3-15,5.84375,73.6875,0.875,643.9625
2016-3-16,5.0625,44.1875,1.4375,646.91875
2016-3-17,2.61875,38.1875,1.1875,649.80625
2016-3-18,3.7375,38.5,1.0625,651.225
2016-3-19,5.73125,47.25,1.5625,651.075
2016-3-2,-1.6875,88.125,0.75,656.6375
2016-3-20,2.50625,86.1875,0.625,646.65
2016-3-21,3.04375,64.9375,0.75,650.13125
2016-3-22,5.74375,38.3125,1.125,650.55625
2016-3-23,10.3769230769231,40.6153846153846,1,652.969230769231
2016-3-24,12.2076923076923,41.2307692307692,1.15384615384615,653.584615384615
2016-3-25,13.2384615384615,33,2.69230769230769,649.076923076923
2016-3-26,12.8076923076923,34.4615384615385,2.38461538461539,648.361538461539
2016-3-27,6.425,75.3125,0.8125,647.45
2016-3-28,1.78125,89.125,0.3125,645.525
2016-3-29,2.08125,88.75,0.3125,648.20625
2016-3-3,0.753846153846154,80.3076923076923,1,651.307692307692
2016-3-30,5.46875,52.375,0.5625,652.75
2016-3-31,6,46.4375,1.25,653.59375
2016-3-4,4.85384615384615,89.2307692307692,0.538461538461538,649.723076923077
2016-3-5,9.04615384615385,50.4615384615385,1.15384615384615,649.369230769231
2016-3-6,4.75384615384615,68.3076923076923,0.769230769230769,650.984615384615
2016-3-7,5.11666666666667,65.3333333333333,0.916666666666667,653.883333333333
2016-3-8,2.29230769230769,73.1538461538462,0.769230769230769,653.407692307692
2016-3-9,1.83125,73.8125,0.5,653.06875
2016-4-1,7.2375,38.375,0.875,655.35625
2016-4-10,12.7875,69.75,0.875,650.425
2016-4-11,9.4125,83.6875,0.9375,649.6
2016-4-12,11.79375,60,0.9375,647.5625
2016-4-13,11.78125,57,0.8125,647.45
2016-4-14,13.0866666666667,52.1333333333333,0.866666666666667,647.646666666667
2016-4-15,15.075,46.0625,1.125,649.9875
2016-4-16,13.91875,42.75,1.1875,652.9875
2016-4-17,14.53125,28.9375,1.0625,653.26875
2016-4-18,15.56875,27.1875,1.0625,653.675
2016-4-19,16.61875,28.5625,0.8125,654.225
2016-4-2,10.2375,40.6875,0.9375,654.09375
2016-4-20,19.3307692307692,30.4615384615385,1.30769230769231,655.323076923077
2016-4-21,19.2538461538462,26.9230769230769,2.15384615384615,651.2
2016-4-22,13.9,21.4615384615385,1.07692307692308,654.130769230769
2016-4-23,15.15625,25.375,1.125,651.94375
2016-4-24,17.1375,25.8125,0.8125,649.24375
2016-4-25,18.30625,31.9375,1.375,646.5125
2016-4-26,18.85,28.125,1.3125,649.675
2016-4-27,16.90625,49.5,1.25,650.4875
2016-4-28,13.91875,62.25,1.5625,650.1375
2016-4-29,14.2375,56.1875,0.8125,651.03125
2016-4-3,11.13125,48.5,1.25,650.59375
2016-4-30,16.6538461538461,39.0769230769231,1.15384615384615,650.984615384615
2016-4-4,10.45,31.5625,0.75,651.53125
2016-4-5,13.06875,37.4375,1.125,650.40625
2016-4-6,14.5625,41.4375,1.0625,650.75625
2016-4-7,13.7625,53.9375,1.125,652.65
2016-4-8,15.225,44.5,0.9375,653.4
2016-4-9,15.9785714285714,42,1,651.485714285714
2016-5-1,13.8461538461539,66.5384615384615,0.692307692307692,651.407692307692
2016-5-10,16.1125,46.9375,0.9375,651.18125
2016-5-11,15.35,52.375,0.8125,651.25
2016-5-12,16.7875,48.25,1.125,650.525
2016-5-13,17.8,52.4375,1,650.25625
2016-5-14,19.90625,53.375,1.125,652.30625
2016-5-15,21.68125,47.1875,1.125,652.6375
2016-5-16,21.31875,42.5625,1.6875,651.15625
2016-5-17,20.44375,39.375,1.25,650.44375
2016-5-18,18.35625,51.4375,0.8125,647.46875
2016-5-19,17.5625,35.3125,1.375,648.575
2016-5-2,17.9538461538462,46.3076923076923,1.30769230769231,651.176923076923
2016-5-20,17.66875,38.1875,1,650.64375
2016-5-21,19.08125,38.125,0.875,651.81875
2016-5-22,20.7625,30.75,1.1875,650.24375
2016-5-23,19.575,39.8125,1.3125,647.95
2016-5-24,18.08125,39.0625,1.5625,646.94375
2016-5-25,18.2,37.75,1.25,648.6375
2016-5-26,17.9375,37.75,1.5625,648.475
2016-5-27,11.94375,78.5625,0.8125,651.26875
2016-5-28,20.9076923076923,30.7692307692308,1.46153846153846,647.792307692308
2016-5-29,13.6461538461538,62.6153846153846,1,650.892307692308
2016-5-3,16.7230769230769,59.5384615384615,0.769230769230769,649.876923076923
2016-5-30,17.1846153846154,53.4615384615385,0.769230769230769,650.476923076923
2016-5-31,20.8538461538462,33.1538461538462,1.15384615384615,650.423076923077
2016-5-4,16.4230769230769,49.8461538461538,1.61538461538461,647.061538461538
2016-5-5,16.6384615384615,38.4615384615385,1.61538461538461,649.2
2016-5-6,15.1076923076923,47.8461538461538,1.76923076923077,647.084615384615
2016-5-7,13.2384615384615,45.2307692307692,1.07692307692308,650.146153846154
2016-5-8,15.4076923076923,40.3076923076923,1,652.753846153846
2016-5-9,17.5615384615385,37.4615384615385,0.923076923076923,652.784615384615
2016-6-1,20.8,37.2307692307692,1.66666666666667,650.753846153846
2016-6-10,20.5133333333333,36,1.33333333333333,648.76
2016-6-11,20.61875,33.1875,1.3125,649.76875
2016-6-12,19.81875,30.9375,0.8125,651.70625
2016-6-13,21.75,26.125,1.0625,651.7875
2016-6-14,23.7375,26.4375,0.9375,651.35625
2016-6-15,23.5125,28.875,1.5625,649.425
2016-6-16,18.5625,54.875,0.875,648.4375
2016-6-17,19.2875,48.25,1.25,650.2125
2016-6-18,20.75625,41.125,1.8125,652.00625
2016-6-19,19.18125,56,0.625,653.71875
2016-6-2,21.9615384615385,32.9230769230769,0.923076923076923,649.953846153846
2016-6-20,23.0625,40,1,653.75625
2016-6-21,25.0625,31.25,1.8125,652.6375
2016-6-22,25.91875,29.4375,1.5625,651.575
2016-6-23,26.75,30.3125,1.125,651.2
2016-6-24,26.6933333333333,31.2,0.866666666666667,649.793333333333
2016-6-25,26.45625,32.0625,0.875,650.2125
2016-6-26,27.79375,32.4375,0.9375,650.9125
2016-6-27,28.6,28.4375,0.9375,649.03125
2016-6-28,28.28125,22.875,1.3125,646.33125
2016-6-29,27.06875,26.5,0.9375,648.83125
2016-6-3,23.9769230769231,26.9230769230769,1.30769230769231,649.569230769231
2016-6-30,27.89375,23.9375,1.375,649.65
2016-6-4,24.9,27,1.46153846153846,648.2
2016-6-5,23.5692307692308,20.1538461538461,1.92307692307692,649.584615384615
2016-6-6,21.90625,31.375,0.9375,649.625
2016-6-7,18.2625,47.375,1.0625,648.1375
2016-6-8,14.8,68.375,0.9375,649.7875
2016-6-9,19.3375,49.1875,1.25,646.85625
2016-7-1,27.06875,21.4375,1,648.29375
2016-7-10,27.1625,29.625,1.125,647.175
2016-7-11,24.45625,26.8125,1.375,648.30625
2016-7-12,24.025,23.75,1.375,651.025
2016-7-13,26.4466666666667,25.3333333333333,1.6,651.633333333333
2016-7-14,27.025,24.9375,1.0625,649.66875
2016-7-15,28.98125,20.625,1.0625,649.39375
2016-7-16,30.4,20.0625,1,649.40625
2016-7-17,31.45625,22.75,1.125,648.85
2016-7-18,31.725,20.5,1,647.1375
2016-7-19,30.5,19.5,1.5625,646.8
2016-7-2,27.88125,27.75,0.9375,647.15
2016-7-20,30.7875,20.9375,1.1875,648.13125
2016-7-21,31.8076923076923,14.3076923076923,1.46153846153846,650.161538461538
2016-7-22,30.5923076923077,15.0769230769231,1.30769230769231,650.107692307692
2016-7-23,30.4307692307692,19.6153846153846,1,648.269230769231
2016-7-24,28.925,24.375,1.125,645.925
2016-7-25,27.8625,25.9375,0.875,647.0125
2016-7-26,28.81875,20.5,0.9375,648.1875
2016-7-27,29.375,16.125,1.0625,648.03125
2016-7-28,28.89375,17.5,1.125,647.6875
2016-7-29,28.3125,22.875,0.9375,648.1125
2016-7-3,28.2875,29.5625,1,645.83125
2016-7-30,28.89375,19.5625,1.1875,647
2016-7-31,28.31875,21.25,1.1875,648.81875
2016-7-4,28.125,29.125,1,645.68125
2016-7-5,26.88125,32.9375,0.875,646.21875
2016-7-6,24.05625,40.3125,1.375,648.1875
2016-7-7,25.9125,36.8125,0.8125,648.775
2016-7-8,22.90625,52.1875,1.5,649.35625
2016-7-9,24.63125,39.6875,0.75,649.36875
2016-8-1,28.9375,19.375,1.3125,650.39375
2016-8-10,30.95625,18.0625,0.875,648.875
2016-8-11,30.63125,16.6875,1.1875,648.925
2016-8-12,29.84375,19.25,0.9375,650.2375
2016-8-13,30.38125,18.0625,0.75,650.78125
2016-8-14,29.16875,14.0625,1.125,650.89375
2016-8-15,28.91875,19.5,0.8125,650.55
2016-8-16,31.3,18.5384615384615,1,648.076923076923
2016-8-17,28.91875,18.5,0.9375,647.2125
2016-8-18,30.37,14.2,1.1,648.24
2016-8-19,31.6230769230769,20.3076923076923,0.923076923076923,649.830769230769
2016-8-2,28.7875,19.0625,0.9375,649.78125
2016-8-20,32.1692307692308,17.7692307692308,1,651.238461538462
2016-8-21,32.7153846153846,12.7692307692308,1,651.538461538462
2016-8-22,31.7307692307692,15.0769230769231,0.615384615384615,651.346153846154
2016-8-23,31.7923076923077,11.3076923076923,1.23076923076923,651.584615384615
2016-8-24,31.4076923076923,10,1.38461538461539,650.630769230769
2016-8-25,27.575,18.8125,0.875,651.54375
2016-8-26,28.2875,21.0625,1.5625,652.6625
2016-8-27,29.4625,21.125,0.9375,652.9375
2016-8-28,30.21875,18.1875,1.25,652.40625
2016-8-29,29.625,14.5625,1.125,652.175
2016-8-3,29.61875,15.6875,1.0625,647.7875
2016-8-30,30.575,15.25,1.3125,651.8125
2016-8-31,30.25625,13.6875,1.625,650
2016-8-4,30.4875,19.25,0.9375,648.64375
2016-8-5,31.06875,17.9375,1.125,649.05
2016-8-6,30.94375,19.6875,1,648.49375
2016-8-7,29.83125,22.375,1,647.8625
2016-8-8,29.525,23.25,0.875,648.925
2016-8-9,30.01875,21.875,0.875,649.4
2016-9-1,26.93125,22.4375,1.0625,648.74375
2016-9-10,27.5153846153846,12.6923076923077,1.07692307692308,651.738461538462
2016-9-11,27.3230769230769,11.7692307692308,1.15384615384615,651.146153846154
2016-9-12,26.5461538461538,12.4615384615385,0.923076923076923,650.838461538462
2016-9-13,26.6384615384615,16.8461538461539,1.23076923076923,650.184615384615
2016-9-14,24.7923076923077,22.4615384615385,1.53846153846154,649.769230769231
2016-9-15,21.6076923076923,45.6923076923077,1.23076923076923,650.084615384615
2016-9-16,18.7076923076923,53.8461538461538,1,650.361538461539
2016-9-17,20.0384615384615,41.5384615384615,0.769230769230769,650.392307692308
2016-9-18,21.2230769230769,32,0.846153846153846,651.707692307692
2016-9-19,22.6076923076923,22.5384615384615,0.923076923076923,650.884615384615
2016-9-2,27.1384615384615,20,1.07692307692308,648.430769230769
2016-9-20,22.7538461538462,20,0.923076923076923,651
2016-9-21,19.68125,35.875,1.5,650.48125
2016-9-22,16.19375,58.4375,0.8125,652.48125
2016-9-23,17.2125,62.125,1,649.93125
2016-9-24,14.69375,44.0625,1,651.66875
2016-9-25,14.75,37.375,0.9375,651.15625
2016-9-26,16.75,34,1.375,651.675
2016-9-27,18.60625,32.25,0.9375,652.61875
2016-9-28,18.00625,28.9375,1.625,651.84375
2016-9-29,15.5066666666667,28.3333333333333,1.06666666666667,653.653333333333
2016-9-3,27.7153846153846,17.3076923076923,1.46153846153846,648.4
2016-9-30,14.9375,29.5,1.1875,652.4
2016-9-4,26.4076923076923,20.4615384615385,1.92307692307692,650.2
2016-9-5,25.8384615384615,24.3076923076923,1.30769230769231,652.192307692308
2016-9-6,25.1769230769231,23.3846153846154,1.07692307692308,652.492307692308
2016-9-7,25.1153846153846,14.4615384615385,1.15384615384615,651.823076923077
2016-9-8,25.8846153846154,18.3846153846154,1.07692307692308,651.376923076923
2016-9-9,26.8538461538462,17.4615384615385,0.923076923076923,650.723076923077
2017-1-1,-9.83846153846154,86,0.153846153846154,655.5
2017-1-10,-2.2,80.3076923076923,0.230769230769231,655.6
2017-1-11,-4.77692307692308,80.0769230769231,0.384615384615385,659.253846153846
2017-1-12,-7.6,78.0769230769231,0.615384615384615,656.307692307692
2017-1-13,-10.0153846153846,77.0769230769231,0.615384615384615,651.476923076923
2017-1-14,-13.2076923076923,75.2307692307692,0.461538461538462,654.776923076923
2017-1-15,-10.7307692307692,70.9230769230769,0.538461538461538,654.223076923077
2017-1-16,-10.8230769230769,76.1538461538462,0.461538461538462,657.623076923077
2017-1-17,-6.9,78.8461538461538,0,657.976923076923
2017-1-18,-4.88461538461539,78.0769230769231,0.153846153846154,656.246153846154
2017-1-19,-5.16923076923077,83.2307692307692,0.461538461538462,656.138461538461
2017-1-2,-9.52307692307692,85.5384615384615,0.538461538461538,656.269230769231
2017-1-20,-7.41538461538462,84.1538461538462,0.538461538461538,655.192307692308
2017-1-21,-7.63846153846154,80.8461538461538,0.230769230769231,653.792307692308
2017-1-22,-12.1307692307692,82.4615384615385,0.461538461538462,656.592307692308
2017-1-23,-15.1615384615385,82.2307692307692,0.230769230769231,659.6
2017-1-24,-17.3923076923077,79.6923076923077,0.384615384615385,659.784615384615
2017-1-25,-12.3538461538462,79.9230769230769,0.923076923076923,653.184615384615
2017-1-26,-4.8,77.4615384615385,0.692307692307692,648.538461538462
2017-1-27,-2.32307692307692,90.1538461538462,0.384615384615385,644.238461538462
2017-1-28,-4.8,79.3076923076923,0.230769230769231,645.307692307692
2017-1-29,-6.84615384615385,57.6923076923077,0.692307692307692,653.107692307692
2017-1-3,-8.73333333333333,78,0.0833333333333333,655.883333333333
2017-1-30,-13.8307692307692,71.4615384615385,0.461538461538462,654.115384615385
2017-1-31,-9.05384615384615,77.9230769230769,0.461538461538462,648.453846153846
2017-1-4,-8.29230769230769,79.6923076923077,0.307692307692308,655.484615384615
2017-1-5,-6.60769230769231,76.3076923076923,0.230769230769231,658.2
2017-1-6,-3.86153846153846,73.6153846153846,0.307692307692308,657.269230769231
2017-1-7,-8.01538461538462,88.6153846153846,0.307692307692308,653.392307692308
2017-1-8,-4.60769230769231,80.1538461538462,0.538461538461538,649.576923076923
2017-1-9,0.484615384615385,82.4615384615385,0.692307692307692,649.569230769231
2017-10-1,21.0615384615385,28.6923076923077,1.30769230769231,651.892307692308
2017-10-10,17.69,47.5,0.7,651.15
2017-10-11,16.31,48.8,0.6,652.43
2017-10-12,16.67,39.2,1.3,653.31
2017-10-13,16.87,30.4,0.9,654.28
2017-10-14,16.64,27.9,0.7,652.11
2017-10-15,16.98,22.4,0.7,653.23
2017-10-16,16.5,28.8,0.9,651.11
2017-10-17,14.28,22.1,0.7,655.09
2017-10-18,15.51,27.4,0.8,655.58
2017-10-19,15.96,28.2,0.8,655.54
2017-10-2,18.7769230769231,36.7692307692308,1.53846153846154,651.069230769231
2017-10-20,16,23.8,0.7,654.99
2017-10-21,16.04,23.2,0.8,653.19
2017-10-22,15.99,21.8,1.3,651.22
2017-10-23,16.9,20.5,1,652.71
2017-10-24,15.8769230769231,25.1538461538461,0.538461538461538,654.238461538462
2017-10-25,17.1615384615385,27,0.538461538461538,655.976923076923
2017-10-26,17.6384615384615,25.6153846153846,0.538461538461538,654.338461538462
2017-10-27,16.6615384615385,28.1538461538461,0.923076923076923,653.015384615385
2017-10-28,8.8,77.3846153846154,0.538461538461538,653.038461538462
2017-10-29,8.36923076923077,80.3846153846154,0.461538461538462,651.176923076923
2017-10-3,16.11,41.3,1,651.98
2017-10-30,13.5615384615385,53.9230769230769,2.15384615384615,647.615384615385
2017-10-31,8.62307692307692,83.3076923076923,0.461538461538462,650.823076923077
2017-10-4,15.89,26.9,1.3,652.98
2017-10-5,14.9769230769231,30,0.692307692307692,652.915384615385
2017-10-6,16.0307692307692,27.7692307692308,0.923076923076923,652.276923076923
2017-10-7,16.9,23.0769230769231,0.846153846153846,653.323076923077
2017-10-8,17.8538461538461,21.3076923076923,0.846153846153846,652.4
2017-10-9,16.94,33.3,0.7,651.6
2017-11-1,10.3307692307692,55.1538461538462,0.384615384615385,651.361538461539
2017-11-10,10.3923076923077,66.3076923076923,0.461538461538462,652.853846153846
2017-11-11,10.2153846153846,57.5384615384615,0.615384615384615,653.123076923077
2017-11-12,9.93846153846154,55.6153846153846,0.461538461538462,655.884615384615
2017-11-13,10.16,54.4,0.5,656.34
2017-11-14,11.37,53.6,0.1,654.63
2017-11-15,11.2769230769231,56.4615384615385,0.538461538461538,655.115384615385
2017-11-16,11.2692307692308,50.8461538461538,0.307692307692308,655.984615384615
2017-11-17,10.3,53.4615384615385,0.461538461538462,655.553846153846
2017-11-18,9.5,57.2307692307692,0.461538461538462,656.092307692308
2017-11-19,7.1,72,0.461538461538462,654.884615384615
2017-11-2,8.36923076923077,45.8461538461538,0.538461538461538,653.738461538462
2017-11-20,6.62307692307692,85.1538461538462,0.153846153846154,651.976923076923
2017-11-21,11.1,52.6923076923077,1.76923076923077,644.646153846154
2017-11-22,1.82307692307692,76.2307692307692,0.846153846153846,647.130769230769
2017-11-23,0.669230769230769,71.8461538461538,0.384615384615385,650.307692307692
2017-11-24,-2.43846153846154,71.6153846153846,0.461538461538462,652.9
2017-11-25,-1.16153846153846,69.8461538461538,0.384615384615385,657.8
2017-11-26,-0.123076923076923,67.0769230769231,0.461538461538462,657.646153846154
2017-11-27,1.29230769230769,73.2307692307692,0.0769230769230769,655.969230769231
2017-11-28,4.27,70.9,0.1,655.85
2017-11-29,4.22,85.5,0.4,654.48
2017-11-3,8.96153846153846,55.0769230769231,0.615384615384615,652.623076923077
2017-11-30,6.25,68.8,0.6,656.74
2017-11-4,10.3538461538462,52.0769230769231,0.307692307692308,653.523076923077
2017-11-5,11.7692307692308,51.3846153846154,0.230769230769231,654.976923076923
2017-11-6,8.32307692307692,78.0769230769231,0.384615384615385,655.746153846154
2017-11-7,12.2142857142857,68.4285714285714,0.571428571428571,655.364285714286
2017-11-8,11.7384615384615,76.7692307692308,0.153846153846154,655.384615384615
2017-11-9,10.0461538461538,78.4615384615385,0.461538461538462,654.115384615385
2017-12-1,4.74,60.1,0.5,658.28
2017-12-10,-2.04545454545454,78.3636363636364,1,657.554545454546
2017-12-11,-2.74615384615385,81,0.769230769230769,659.823076923077
2017-12-12,-2.72307692307692,83.6923076923077,0.538461538461538,660.915384615385
2017-12-13,-2.63846153846154,82.5384615384615,0.769230769230769,657.669230769231
2017-12-14,-2.96153846153846,82.3076923076923,0.769230769230769,655.107692307692
2017-12-15,-3.13076923076923,87.8461538461538,0.615384615384615,656.423076923077
2017-12-16,-3.3,89.3846153846154,0.461538461538462,658.007692307692
2017-12-17,-3.22307692307692,89.2307692307692,0.384615384615385,658.338461538462
2017-12-18,1.43846153846154,76.6923076923077,0.307692307692308,657.476923076923
2017-12-19,0.207692307692308,88.1538461538462,0.384615384615385,657.907692307692
2017-12-2,5.31,58.9,0.4,659.28
2017-12-20,3.61538461538461,87.2307692307692,0.538461538461538,658.438461538462
2017-12-21,8.26153846153846,65.2307692307692,0.461538461538462,657.853846153846
2017-12-22,5.26153846153846,79.4615384615385,0.307692307692308,656.276923076923
2017-12-23,8.63076923076923,64.7692307692308,1.69230769230769,649.292307692308
2017-12-24,7.56923076923077,71.2307692307692,1.07692307692308,646.738461538462
2017-12-25,6.00769230769231,60.4615384615385,0.307692307692308,653.030769230769
2017-12-26,4.13846153846154,53.0769230769231,0.615384615384615,658.653846153846
2017-12-27,3.23846153846154,62.9230769230769,0.384615384615385,658.953846153846
2017-12-28,2.75384615384615,71.2307692307692,0.384615384615385,657.430769230769
2017-12-29,4.40769230769231,67.1538461538462,0.384615384615385,657.076923076923
2017-12-3,5.52,58.6,0.4,660.05
2017-12-30,5.37692307692308,80.2307692307692,0.846153846153846,654.046153846154
2017-12-31,6.82307692307692,71.1538461538462,0.307692307692308,652.646153846154
2017-12-4,5.7,63.0769230769231,0.153846153846154,658.369230769231
2017-12-5,5.34615384615385,63.6153846153846,0.230769230769231,651.361538461539
2017-12-6,1.44615384615385,88.8461538461538,0.153846153846154,645.492307692308
2017-12-7,0.261538461538461,46.5384615384615,0.307692307692308,650.815384615385
2017-12-8,0.56,54.5,0.3,655.73
2017-12-9,0.21,67.9,0.1,657.66
2017-2-1,-5.55384615384615,70.8461538461538,0.923076923076923,648.446153846154
2017-2-10,-2.30769230769231,78.2307692307692,0.0769230769230769,654.361538461539
2017-2-11,-2.01538461538461,72.6923076923077,0.153846153846154,652.961538461538
2017-2-12,-2.82307692307692,63.9230769230769,0.538461538461538,653.030769230769
2017-2-13,-1.73076923076923,66.7692307692308,0.923076923076923,650.538461538462
2017-2-14,-3.03846153846154,59.3846153846154,0.846153846153846,652.153846153846
2017-2-15,-5.4,75.9230769230769,0.538461538461538,648.215384615385
2017-2-16,-11.0923076923077,77,0.692307692307692,650.592307692308
2017-2-17,-7.08461538461538,41.4615384615385,0.692307692307692,653.746153846154
2017-2-18,-9.50769230769231,50.8461538461538,0.615384615384615,660.138461538461
2017-2-19,-11.7,60.2307692307692,0.615384615384615,661.646153846154
2017-2-2,-5.26923076923077,45.7692307692308,0.384615384615385,655.853846153846
2017-2-20,-12.2692307692308,65.0769230769231,0.538461538461538,658.453846153846
2017-2-21,-12.3615384615385,66.4615384615385,0.538461538461538,654.615384615385
2017-2-22,-8.33076923076923,63.6923076923077,0.615384615384615,653.915384615385
2017-2-23,-2.22307692307692,66.9230769230769,0.307692307692308,654.330769230769
2017-2-24,-4.73076923076923,76.0769230769231,0.153846153846154,658.184615384615
2017-2-25,-2.83846153846154,70.6923076923077,0.538461538461538,658.807692307692
2017-2-26,-3.66923076923077,74.2307692307692,0.615384615384615,656.661538461538
2017-2-27,-3.51538461538462,78.3076923076923,0.461538461538462,656.369230769231
2017-2-28,-3.63846153846154,83.6923076923077,0.461538461538462,658.007692307692
2017-2-3,-10.8307692307692,63.0769230769231,0.538461538461538,658.561538461538
2017-2-4,-14.5,69.6153846153846,0.461538461538462,658.584615384615
2017-2-5,-10.4307692307692,75.7692307692308,0.307692307692308,656.215384615385
2017-2-6,-5.81538461538462,70.3076923076923,0.384615384615385,656.669230769231
2017-2-7,-4.72307692307692,76.3846153846154,0.0769230769230769,658.315384615385
2017-2-8,-2.51538461538462,76.3846153846154,0.0769230769230769,656.1
2017-2-9,-2.40769230769231,80.3846153846154,0.307692307692308,654.476923076923
2017-3-1,-1.92307692307692,84.0769230769231,0.0769230769230769,656.653846153846
2017-3-10,-1.33846153846154,80.5384615384615,0.461538461538462,654.092307692308
2017-3-11,0.923076923076923,86.2307692307692,0.538461538461538,648.415384615385
2017-3-12,3.91538461538461,80.3846153846154,0.307692307692308,652.023076923077
2017-3-13,2.64615384615385,86.4615384615385,0.153846153846154,650.030769230769
2017-3-14,3.19230769230769,84.0769230769231,0.615384615384615,650.746153846154
2017-3-15,2.58461538461539,81.0769230769231,0.615384615384615,649.730769230769
2017-3-16,2.62307692307692,64.7692307692308,0.153846153846154,647.2
2017-3-17,-0.169230769230769,84.2307692307692,0.538461538461538,650.376923076923
2017-3-18,0.976923076923077,89.7692307692308,0.307692307692308,647.123076923077
2017-3-19,1.38461538461539,65.6923076923077,0.461538461538462,649.376923076923
